conversation_id,customer_tweet_id,brand_tweet_id,customer_message,brand_response,created_at,source_tweet_ids
conv_1265681,1265682,1265683,@AmazonHelp Okay. Got it. And filled. Please solve my problem asap.,"@416378 Thank you for confirming. As you've filled in the details, we'll reach out to you soon. ^AS",Thu Oct 26 13:20:01 +0000 2017,1265682;1265683
conv_1265685,1265687,1265688,@AmazonHelp I didn't get any response from your team,"@416378 If you've already sent us a reply, I'm sure our team will reach out to you shortly. Kindly wait for an update from our team ^VM",Fri Oct 27 08:33:36 +0000 2017,1265687;1265688
conv_1265711,1265711,1265710,@AmazonHelp What is with the website?  Graphics won't load.  Can't see the pictures to buy merchandise.,@416379 Have you attempted clearing your cache and cookies or trying another browser? Let us know if that resolves the issue. ^TH,Thu Oct 26 12:28:31 +0000 2017,1265711;1265710
conv_1265714,1265715,1265717,@AmazonHelp Emotiva pre pro projected on screen,@216476 Kindly reach out to our team here: https://t.co/2CIbUltWZt. They'll check this for you. ^VN,Thu Oct 26 14:20:33 +0000 2017,1265715;1265717
conv_1265716,1265716,1265714,"@119625 @53332 can u let me know why 5.1 dolbyD+ sound on amazon less dynamic than on Google movies,i watch connected 2 AV receiver","@216476 Could you please let us know the device that you are using to view the videos on, Kiran? ^KS",Thu Oct 26 12:31:08 +0000 2017,1265716;1265714
conv_1265735,1265735,1265734,"@115850 hi ,refund of a payment done through amazon pay is pending since 2 weeks. please help","@416386 Sorry about the delay with the refund, please connect with us here: https://t.co/TdDksLo6Mf and we'll check this out. ^MS",Thu Oct 26 12:31:20 +0000 2017,1265735;1265734
conv_1265760,1265760,1265759,big mood is me forgetting I have amazon prime now and worrying about the fact that Super Mario Odyssey still hadn't shipped https://t.co/SgZqDQEWGy,@416390 What was the delivery date provided in the order confirmation here: https://t.co/YA1qKaGdEx ^DA,Thu Oct 26 12:18:47 +0000 2017,1265760;1265759
conv_1266309,1266310,1266311,@AmazonHelp I should also correct myself by saying that the advise given by Customer Support ended up being not kinda but extremely helpful. 👏👏👏👍👍👍🎉👏👏👏🌟,@416511 We are extremely happy to hear this 😃😃 ^KA,Mon Aug 07 03:51:54 +0000 2017,1266310;1266311
conv_1266311,1266312,1266313,"@AmazonHelp Hey guys, is there @64715 equivalent for @119625? It's really very hard otherwise of what's coming and going.(1/2)","@416511 Hi, we don't have such an option at the moment. But I'll ensure to pass your recommendation to my team internally. ^CB",Fri Aug 18 10:31:16 +0000 2017,1266312;1266313
conv_1266323,1266322,1266321,"@416512 @416513 hello, can you please help me figure out how to turn off subtitles for Premium content on the @2335 App for the @128308?","@416511 Hi there, follow steps from here: https://t.co/KGw598bWlt &amp; keep us posted. ^MJ",Sun Jul 30 08:02:07 +0000 2017,1266322;1266321
conv_1266382,1266380,1266378,@118702 @115850 Too many issues!Sofa bought for Diwali but sent without joints n bolts no one comes for assembly after repeated calls. It's been 15 days.,@416519 I'm sorry for the unpleasant experience. Kindly fill in your details here: https://t.co/beaaDm0muc (1/2)^AU,Thu Oct 26 12:50:29 +0000 2017,1266380;1266378
conv_1266400,1266401,1266403,"@AmazonHelp That's I know,my point is if I choose credit card option, why r u not let me pay without saving card details,I can enter tht when I want to.","@416522 on the account for verification purpose. Once that is done, you can always delete your details if your skeptical about it. 2/2^SK",Thu Oct 26 14:04:52 +0000 2017,1266401;1266403
conv_1266408,1266409,1266411,@AmazonHelp Debit card charged rather then gift card. Sup Ryan said it was my fault &amp; spoke over me. Rude and loud.,@416523 We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/iTgvZNQWJv ^GR,Mon Oct 16 17:34:12 +0000 2017,1266409;1266411
conv_1266417,1266415,1266414,@AmazonHelp Surely will do. If you just send over a #firestick 😂,@416525 It's a pain we all face. 😆 Maybe it's time to upgrade? ^MS,Thu Oct 26 12:49:36 +0000 2017,1266415;1266414
conv_1266424,1266424,1266422,@AmazonHelp I forgot my password for my account (__email__) and every time I reset my password I got this msg,@416527 We definitely want to help you out. First can you tell us which Amazon website you are trying to use ex: .com/ .co.uk/ .in? ^DA,Thu Oct 26 12:48:06 +0000 2017,1266424;1266422
conv_1266449,1266449,1266448,@115830 epidemic lately of drivers walking off before I get to door and leave parcels on doorstep when safe place is next door and I am in,@416532 I'm sorry your deliveries haven't been up to par. We'd like to hear more. Please click here:  https://t.co/JzP7hlA23B ^EM,Thu Oct 26 12:46:16 +0000 2017,1266449;1266448
conv_1266468,1266468,1266466,Hey @115850 is there some down time going on on the app? I've been trying to place an order for two days now! Please help.,"@416537 That is unusual, Shivi. Could you please let us know the error that you receive while placing the order ? ^KS",Thu Oct 26 12:39:50 +0000 2017,1266468;1266466
conv_1266469,1266470,1266471,@AmazonHelp Caked multiple times but I'm not able to connect to a cust. care exec. There's no section on your app to address such technical issues!,@416537 'More order issues' &gt; choose from chat / phone / email options and we'll be glad to assist. Please keep us posted. (3/3) ^KA,Fri Oct 27 05:21:35 +0000 2017,1266470;1266471
conv_1266478,1266478,1266474,"#Amazon #AmazonGreatIndianFestival 
Its been 3 day no clue where is my parcel,pathetic customer service",@416538 Kindly click on the link here: https://t.co/4dLafCiGU5 to track your package. ^RD,Mon Oct 16 05:43:48 +0000 2017,1266478;1266474
conv_1267059,1267059,1267057,@115825 Hey ich kann den Sport 1 US Channel nicht mehr finden? Ist der nicht mehr verfügbar?,"@294772 Hi, der Sport1 US Channel ist derzeit leider nicht verfügbar. ^AK",Tue Oct 17 10:18:59 +0000 2017,1267059;1267057
conv_1267104,1267104,1267103,Nicholas isn’t too impressed that these are all the nappies we have left until the funds @115830 wrongly took from us are returned to our account!! @AmazonHelp #rubbishcustomerservice #rubbishstaff https://t.co/KpTs2NiwXp,"@416241 Sorry to hear that, have you been in touch with us? ^AS",Thu Oct 26 13:08:57 +0000 2017,1267104;1267103
conv_1267127,1267127,1267126,@115821 can you please have someone contact me? At work and can't be on the phone all morning for a simple question about my order,"@156421 Contact us here: https://t.co/JzP7hlA23B via phone chat or email, we'd be happy to help ^AS",Thu Oct 26 13:04:30 +0000 2017,1267127;1267126
conv_1267144,1267145,1267147,"@AmazonHelp Will wait for proxy and virtual delivery made by Amazon India.Jeff rocks, Even not obeying the order of CEO Jeff @115821 @115850",@377115 I understand your concern. Our team is working on the issue and will reach out to you soon.. ^MN,Thu Oct 26 13:11:39 +0000 2017,1267145;1267147
conv_1089825,1267146,1267144,@416678 @53379 @115850 @115821 I am in contact with CEO Jeff @53380 @115821 @115850 @416678,@377115 I see that the Executive Customer Relations team is handling the issue. Kindly wait for an update from them. ^PR,Thu Oct 26 12:48:41 +0000 2017,1267146;1267144
conv_1267564,1267564,1267563,"@136314 why do I keep getting ""server error"" when my Internet is working and so are all my other apps? This happens far too much!! 🤔","@416798 We'd like to help! Is your app currently up to date? If that doesn't seem to be the issue, try uninstalling and reinstalling. ^NM",Thu Oct 26 13:23:22 +0000 2017,1267564;1267563
conv_1267571,1267572,1267574,@AmazonHelp It just said that it was cancelled,@416800 Orders can be canceled for a number of reasons. Was the order sold my Amazon or a Seller?^CD,Mon Oct 16 06:25:50 +0000 2017,1267572;1267574
conv_1267641,1267643,1267644,@AmazonHelp Done. Please call tomorrow anytime. Thanks!,@240244 Thanks for the confirmation. Our team will check and get back to you with an update soon. Request you to wait. ^NK,Thu Oct 26 18:32:25 +0000 2017,1267643;1267644
conv_1267658,1267661,1270163,"@115850 I hate Amazon I will not shop anymore with Amazon
I ordered a product and it is cancelled and they are not providing compensation for this",@294223 I'll also be sure to forward your feedback internally for further improvements and take appropriate actions. (3/3) ^VM,Mon Oct 16 06:30:34 +0000 2017,1267661;1270163
conv_1268271,1268271,1268270,. @115850 so this person copied review from my blog &amp; pasted it on amazon. It's a serious case of copyright infringement. Plz resolve this https://t.co/InsjO906tL,@416955 We'd like to look into this. Write to us here: https://t.co/beaaDm0muc and we'll get in touch with you soon. ^MO,Thu Oct 26 13:13:12 +0000 2017,1268271;1268270
conv_1268279,1268280,1499801,@115850 Still not received. Should i go to court? https://t.co/lsqqPa1r5c,@416958 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Fri Nov 03 13:30:37 +0000 2017,1268280;1499801
conv_1268313,1268312,1268311,"@416964 @118342 @115850 Sir, i not received any response yet..
My money is still deducted 😠😠
Please reply or contact to your concerned department","@416963 I understand your concern. However, request you to contact the bank and escalate the details accordingly. ^RI",Thu Oct 26 13:15:11 +0000 2017,1268312;1268311
conv_1268854,1268854,1268852,"@AmazonHelp. Dear pls help me this 
""Arriving early: Seagate 500GB BarraCuda 5400 RPM 128MB Cache SATA 6.0Gb/s 2.~ will be delivered by AmzAgent(8181046137).Amt: Rs.3,174. https://t.co/HCatSZl3kq"" Always getting agent phone switched off why you all provide the number ,fooling me","@417103 Apologies! If the product is out for delivery, it shall be delivered by the end of the day. Kindly wait. ^HK",Mon Oct 16 06:00:36 +0000 2017,1268854;1268852
conv_1268861,1268861,1268860,@AmazonHelp I look up for a toll free to connect with you. Your customer service experience executive disconnects the call for no reason?? https://t.co/0nhYcoxaJU,"@414131 I'm sorry for the situation, write to us here: https://t.co/GIJyeYqKE0 in detail &amp; we'll get back to you. ^MJ",Mon Oct 16 06:15:41 +0000 2017,1268861;1268860
conv_1268924,1268924,1268923,"Well played @115821! blocked my account after adding 425$ bcz of address verification &amp; you guys asking me to fax my details,Seriously! https://t.co/FIXtWELTqq",@417118 Please send on the requested details via fax. You can use free fax services online.^CD,Mon Oct 16 06:11:35 +0000 2017,1268924;1268923
conv_1268967,1268968,1268972,@AmazonHelp I have. But don’t have faith this won’t happen again. It’s consistent crappy delivery when I pay for reliable 2 day. No point in my Prime.,@417128 We'd like to hear more about your delivery experiences. Please provide us with more details here: https://t.co/eJt0SWPNvG ^MO,Thu Oct 26 14:08:42 +0000 2017,1268968;1268972
conv_1268969,1268969,1268967,@115821 Amazon logistics is not working out. I pay for Prime and ever since you switched to this method I’m not receiving things (1/2),"@417128 So sorry, Sarah! Have you contacted us by phone regarding your orders? Do so here: https://t.co/hApLpMlfHN and let us know. ^KL",Thu Oct 26 13:33:45 +0000 2017,1268969;1268967
conv_1269465,1269466,1269467,"@AmazonHelp FLIPKART HAS IT..
AMAZON DOESNT..
ITS BETTER I SWITCH TO FK..","@210372 and hence is dynamic according to the pincodes and sellers. Further, we'll work on your feedback. (2/2) ^GK",Fri Oct 27 02:57:16 +0000 2017,1269466;1269467
conv_1269475,1269476,1269478,"@AmazonHelp It's showing that everything is arriving separately, even the single items in the pantry box I ordered...",@116747 Some items take a little longer to process than others. What does the current tracking show? View it from ^MW's link. ^TK,Thu Oct 26 14:17:23 +0000 2017,1269476;1269478
conv_1269493,1269502,1269503,@AmazonHelp @200737 What are the offers?,@169498 You can view all our available offers here: https://t.co/qIOIAXmPT0. ^GD,Thu Oct 26 14:10:23 +0000 2017,1269502;1269503
conv_1270132,1270132,1270130,"@115850 @AmazonHelp 

Purchased Prime membership, still waiting for my cashback.

SS attached https://t.co/Y1PEEXiMk2",@417383 The cashback would be credited to amazon pay balance by 15th October 2017. ^AU,Thu Sep 28 07:42:14 +0000 2017,1270132;1270130
conv_1270161,1270161,1270159,@AmazonHelp You've taken £79 from my account and I'm not even an Amazon Prime member...,"@417389 I'm sorry for the unforeseen charge. To confirm, are you seeing a Prime membership here: https://t.co/CNlMjvzQ2k? ^CO",Thu Oct 26 14:20:01 +0000 2017,1270161;1270159
conv_1270167,1270167,1270166,What's the point of having an @115821 Prime account when things are no longer arriving in 2 days. Seeing more and more orders taking a week.,@417390 I hate to hear that! Two-Day shipping begins when the item ships. You can find out more here: https://t.co/UpBq22Ov9u ^BN,Thu Oct 26 13:46:27 +0000 2017,1270167;1270166
conv_1270186,1270187,1270188,@AmazonHelp The website says they can’t help as I ordered on my husband’s acct. If it isn’t delivered today can you resend on a next-day tomorrow?,@390160 We do not have access to customer accounts over Twitter. You'll need to speak with our phone/chat support to investigate. ^MJ,Thu Oct 26 15:50:07 +0000 2017,1270187;1270188
conv_1270200,1270200,1270199,"@AmazonHelp my 10 month old was playing with my firestick controller &amp; managed to order a film despite it having old card details, help! https://t.co/espkKBvOW3","@269384 Oh my! We're here to help, Wayne! Just to clarify, have you been able to cancel the order? https://t.co/1DqTQw1cg7. ^AL.",Thu Oct 26 14:07:17 +0000 2017,1270200;1270199
